method,dataset,split_id,repeat_id,seed,success,notes,dataset_root,split_file,num_nodes,num_edges,num_classes,train_count,val_count,test_count,graph_symmetrized,self_loops_added,features_normalized_for_propagation,graph_treated_as_undirected,tuning_runtime_sec,method_runtime_sec,total_runtime_sec,parameter_source,parameter_tuning_target_method,tuned_separately_for_this_method,is_distinct_method_variant,parent_method,val_acc,test_acc,mlp_hidden,mlp_layers,mlp_dropout,mlp_lr,mlp_weight_decay,mlp_epochs,a_values,selected_threshold_high,selected_weights,fraction_test_nodes_uncertain,fraction_test_nodes_changed_from_mlp,acc_test_confident_nodes,acc_test_uncertain_nodes,feature_knn_used,feature_knn_k,avg_runtime_overhead_over_mlp_sec,diagnostics_path
prop_only,actor,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,71.43896066199522,0.8074141329852864,72.24637479498051,tuned_on_predictclass_then_reused,predictclass,True,True,,0.31537828947368424,0.31842105263157894,,,,,,,"[0.16916764547249014, -0.20850738538194064, 0.48903084026965377, 0.016149014029437414, 0.11907340566415539, 0.008258437054895063, 0.4241607780926136, 0.6965218322559834]",,,,,,,,,,
selective_graph_correction,actor,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006426453997846693,0.3035410240117926,0.3099674780096393,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35567434210526316,0.3361842105263158,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.05986842105263158,0.011842105263157895,0.34079776067179846,0.26373626373626374,False,5,0.3099674780096393,logs/actor_selective_graph_correction_split1_rep0.json
mlp_only,actor,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.8936705999949481,0.00015718201757408679,1.8938277820125222,mlp_only_self_tuned,mlp_only,True,True,,0.3478618562221527,0.3460526168346405,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,73.11717836902244,0.8529436789976899,73.97012204802013,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3145559210526316,0.30986842105263157,,,,,,,"[0.38314091981449155, -0.09042163623210958, 0.31881767166635927, 0.02362308720033829, 0.021391682498818808, 0.05159583841175319, 0.8249752683436757, 0.9313824918851833]",,,,,,,,,,
selective_graph_correction,actor,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.00690999097423628,0.4045513619785197,0.411461352952756,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.34786184210526316,0.3473684210526316,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.1394736842105263,0.021052631578947368,0.35856269113149847,0.2783018867924528,False,5,0.411461352952756,logs/actor_selective_graph_correction_split1_rep1.json
mlp_only,actor,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9375775289954618,0.00015531000099144876,1.9377328389964532,mlp_only_self_tuned,mlp_only,True,True,,0.35361841320991516,0.33157894015312195,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,73.9723426210112,0.8431068339850754,74.81544945499627,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3384046052631579,0.31973684210526315,,,,,,,"[0.33901536506958774, -0.03987767029251921, 0.3605105940717683, 0.027242060353078246, 0.07775830831341678, 0.05683288140638707, 0.5349132613589156, 0.6070590861193786]",,,,,,,,,,
selective_graph_correction,actor,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006435367016820237,0.31228220197954215,0.3187175689963624,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35444078947368424,0.3335526315789474,,,,,,,,0.15,"{'b1': 1.2, 'b2': 0.5, 'b3': 0.0, 'b4': 0.4, 'b5': 0.2}",0.17763157894736842,0.020394736842105264,0.3528,0.24444444444444444,False,5,0.3187175689963624,logs/actor_selective_graph_correction_split1_rep2.json
mlp_only,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9027583569986746,0.00013144899276085198,1.9028898059914354,mlp_only_self_tuned,mlp_only,True,True,,0.3305920958518982,0.32960525155067444,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,69.79027196401148,0.8386566739936825,70.62892863800516,tuned_on_predictclass_then_reused,predictclass,True,True,,0.32113486842105265,0.325,,,,,,,"[0.2387824117422752, -0.1610064636711689, 0.4435946223456093, 0.03920518238816367, 0.11153390924081566, 0.03542176454580263, 0.5791362846756842, 0.8268132786159433]",,,,,,,,,,
selective_graph_correction,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006599529006052762,0.3996026070090011,0.40620213601505384,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.33429276315789475,0.33223684210526316,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.1881578947368421,0.017763157894736842,0.34440842787682335,0.27972027972027974,False,5,0.40620213601505384,logs/actor_selective_graph_correction_split2_rep0.json
mlp_only,actor,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.942791022011079,0.0001458080078009516,1.9429368300188798,mlp_only_self_tuned,mlp_only,True,True,,0.3408717215061188,0.32894736528396606,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,80.28505676798522,0.9383934889920056,81.22345025697723,tuned_on_predictclass_then_reused,predictclass,True,True,,0.29769736842105265,0.29539473684210527,,,,,,,"[0.48694802104174423, -0.3381561207709592, 0.3704582107397698, 0.003295775023928027, 0.06872777714742286, 0.012504830978760696, 0.45898939569981867, 0.7098515250688326]",,,,,,,,,,
selective_graph_correction,actor,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007556083990493789,0.33943957701558247,0.34699566100607626,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3458059210526316,0.33223684210526316,,,,,,,,0.2,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.24736842105263157,0.06513157894736842,0.3548951048951049,0.2632978723404255,False,5,0.34699566100607626,logs/actor_selective_graph_correction_split2_rep1.json
mlp_only,actor,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,2.0791951720020734,0.0002824780240189284,2.0794776500260923,mlp_only_self_tuned,mlp_only,True,True,,0.3322368562221527,0.34078946709632874,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.31989078599145,0.8867683400167152,76.20665912600816,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3495065789473684,0.3335526315789474,,,,,,,"[0.3924875314348995, -0.006966241314294241, 0.422215229960003, 0.029171196783791098, 0.01597226688889647, 0.05786209233420987, 0.40650354353196094, 1.2038940610776834]",,,,,,,,,,
selective_graph_correction,actor,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007346582016907632,0.42406798497540876,0.4314145669923164,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3359375,0.34078947368421053,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.16973684210526316,0.02894736842105263,0.3478605388272583,0.3062015503875969,False,5,0.4314145669923164,logs/actor_selective_graph_correction_split2_rep2.json
mlp_only,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.962515416991664,0.0003408930206205696,1.9628563100122847,mlp_only_self_tuned,mlp_only,True,True,,0.3515625,0.34736841917037964,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,77.01736818699283,0.8771348959999159,77.89450308299274,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3334703947368421,0.32894736842105265,,,,,,,"[0.4360538687051148, 0.04229819888735997, 0.3592224576898309, 0.04819509892815643, 0.10611610945418239, 0.04860818127318983, 0.6759153022794584, 1.0513272269511273]",,,,,,,,,,
selective_graph_correction,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007723212009295821,0.3238296449999325,0.3315528570092283,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35855263157894735,0.34342105263157896,,,,,,,,0.298414,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.30328947368421055,0.05131578947368421,0.37110481586402266,0.279826464208243,False,5,0.3315528570092283,logs/actor_selective_graph_correction_split3_rep0.json
mlp_only,actor,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9423843659751583,0.00021760500385425985,1.9426019709790125,mlp_only_self_tuned,mlp_only,True,True,,0.3564967215061188,0.34210526943206787,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,76.21330841898452,0.868836844980251,77.08214526396478,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3248355263157895,0.2967105263157895,,,,,,,"[0.23945454113482134, -0.16689340382010404, 0.3537476800968372, 0.028569259675726544, 0.16074081222684547, 0.07330978879518803, 0.7254544572375506, 0.6583713590101365]",,,,,,,,,,
selective_graph_correction,actor,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006999567995080724,0.4119443809904624,0.4189439489855431,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3597861842105263,0.34078947368421053,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.08947368421052632,0.02631578947368421,0.3453757225433526,0.29411764705882354,False,5,0.4189439489855431,logs/actor_selective_graph_correction_split3_rep1.json
mlp_only,actor,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9086182360188104,0.00028491500415839255,1.9089031510229688,mlp_only_self_tuned,mlp_only,True,True,,0.359375,0.3276315927505493,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.00086460501188,0.8642221709887963,75.86508677600068,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3392269736842105,0.3480263157894737,,,,,,,"[0.3770656974851676, 0.06484535000321268, 0.45057182008781127, 0.007241182421480807, 0.010867093410530425, 0.0710655597463357, 0.4300099310471019, 0.567591546948291]",,,,,,,,,,
selective_graph_correction,actor,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007001129997661337,0.3189923409954645,0.3259934709931258,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.36019736842105265,0.33157894736842103,,,,,,,,0.448562,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.40328947368421053,0.07302631578947369,0.38257993384785005,0.2561174551386623,False,5,0.3259934709931258,logs/actor_selective_graph_correction_split3_rep2.json
mlp_only,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9375499050074723,0.00019094999879598618,1.9377408550062682,mlp_only_self_tuned,mlp_only,True,True,,0.3396381437778473,0.34736841917037964,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.33251666900469,0.9676403410267085,76.3001570100314,tuned_on_predictclass_then_reused,predictclass,True,True,,0.33511513157894735,0.3105263157894737,,,,,,,"[0.06206462266936397, -0.06482278600781072, 0.23996599094100157, 0.0016795704428154146, 0.2838710063047968, 0.010886675655585388, 0.8915698071037887, 0.5901835204027527]",,,,,,,,,,
selective_graph_correction,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007139685010770336,0.4392231170204468,0.44636280203121714,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3416940789473684,0.3473684210526316,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.09407894736842105,0.02368421052631579,0.3609295570079884,0.21678321678321677,False,5,0.44636280203121714,logs/actor_selective_graph_correction_split4_rep0.json
mlp_only,actor,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,2.0460833240067586,0.00012873898958787322,2.0462120629963465,mlp_only_self_tuned,mlp_only,True,True,,0.34991776943206787,0.3440789580345154,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,79.72575436602347,0.8923623829905409,80.618116749014,tuned_on_predictclass_then_reused,predictclass,True,True,,0.32524671052631576,0.30723684210526314,,,,,,,"[0.3522934808020609, 0.007754128256665882, 0.3776688778141309, 0.1936066660547235, 0.12559789284712147, 0.04955355739197155, 0.44082564637203386, 0.5847100294675942]",,,,,,,,,,
selective_graph_correction,actor,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.00777365401154384,0.3353708420181647,0.34314449602970853,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3515625,0.3473684210526316,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.0868421052631579,0.039473684210526314,0.3537463976945245,0.2803030303030303,False,5,0.34314449602970853,logs/actor_selective_graph_correction_split4_rep1.json
mlp_only,actor,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,2.000497925997479,0.00024231700808741152,2.0007402430055663,mlp_only_self_tuned,mlp_only,True,True,,0.34333881735801697,0.34078946709632874,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,83.27009807599825,1.0656627499847673,84.33576082598302,tuned_on_predictclass_then_reused,predictclass,True,True,,0.35074013157894735,0.3263157894736842,,,,,,,"[0.1502326525730398, -0.02370083100746251, 0.4864900979937047, 0.045955368095586924, 0.16959624350819394, 0.0009771063316366348, 0.4456308905063661, 1.2976615003706353]",,,,,,,,,,
selective_graph_correction,actor,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.008679157996084541,0.6699311740230769,0.6786103320191614,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.34375,0.34210526315789475,,,,,,,,0.1,"{'b1': 1.2, 'b2': 0.5, 'b3': 0.0, 'b4': 0.4, 'b5': 0.2}",0.17039473684210527,0.029605263157894735,0.34892942109436953,0.3088803088803089,False,5,0.6786103320191614,logs/actor_selective_graph_correction_split4_rep2.json
mlp_only,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9870453320036177,0.0002185339981224388,1.98726386600174,mlp_only_self_tuned,mlp_only,True,True,,0.3503289520740509,0.3440789580345154,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,77.03771944198525,0.9271739699761383,77.96489341196138,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3277138157894737,0.32894736842105265,,,,,,,"[0.1473809567998437, -0.10118386258192247, 0.324218535119813, 0.0171942241093217, 0.19053780860362773, 0.00016307168016798103, 0.5140239243070017, 1.0449189272806536]",,,,,,,,,,
selective_graph_correction,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.008761262986809015,0.31829490698873997,0.327056169975549,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3536184210526316,0.33881578947368424,,,,,,,,0.3,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.3092105263157895,0.06381578947368421,0.3742857142857143,0.25957446808510637,False,5,0.327056169975549,logs/actor_selective_graph_correction_split5_rep0.json
mlp_only,actor,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9445913959934842,0.00021468300838023424,1.9448060790018644,mlp_only_self_tuned,mlp_only,True,True,,0.34333881735801697,0.3611842095851898,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,78.89523535000626,0.8951327859831508,79.79036813598941,tuned_on_predictclass_then_reused,predictclass,True,True,,0.31085526315789475,0.31973684210526315,,,,,,,"[0.2500404019399054, -0.21082523141635767, 0.4308546861219337, 0.012659403214925258, 0.11075256671084495, 0.062088143159431744, 0.4884192652497865, 1.0474923987210136]",,,,,,,,,,
selective_graph_correction,actor,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007333564019063488,0.40538269400713034,0.4127162580261938,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.34662828947368424,0.35657894736842105,,,,,,,,0.25,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.27631578947368424,0.05921052631578947,0.3890909090909091,0.2714285714285714,False,5,0.4127162580261938,logs/actor_selective_graph_correction_split5_rep1.json
mlp_only,actor,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,2.014692489989102,0.00019776099361479282,2.0148902509827167,mlp_only_self_tuned,mlp_only,True,True,,0.35485196113586426,0.3440789580345154,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.5447986460058,0.8800512700108811,76.42484991601668,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3022203947368421,0.33092105263157895,,,,,,,"[0.49851227274788246, -0.22260365717196756, 0.4823769202582308, 0.01824509370783467, 0.0599924120038918, 0.0824574612022065, 0.4302223961552756, 1.4098939355068671]",,,,,,,,,,
selective_graph_correction,actor,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006926350994035602,0.3186476739938371,0.3255740249878727,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35855263157894735,0.3414473684210526,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.11118421052631579,0.02631578947368421,0.3515914137675796,0.2603550295857988,False,5,0.3255740249878727,logs/actor_selective_graph_correction_split5_rep2.json
