dataset,split_id,seed,variant,test_acc,mlp_test_acc,delta_vs_mlp,fraction_routed_to_correction,fraction_changed_vs_mlp,changed_precision,n_helped,n_hurt,selected_tau,selected_rho,mean_reliability_corrected,mean_margin_corrected
cora,3,134000,FINAL_V3,0.7545271629778671,0.7002012072434608,0.05432595573440635,0.23541247484909456,0.060362173038229376,1.0,27,0,0.68736,0.3,0.5415996284306869,0.3170557643613245
cora,3,134000,ABL_NO_RELIABILITY_GATE,0.7565392354124748,0.7002012072434608,0.05633802816901401,0.2635814889336016,0.06841046277665996,1.0,28,0,0.68736,0.3,1.0,nan
cora,3,134000,ABL_BALANCED_PROFILE_ONLY,0.7323943661971831,0.7002012072434608,0.03219315895372232,0.1267605633802817,0.03822937625754527,1.0,16,0,0.3,0.3,0.5205756953462161,nan
cora,3,134000,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7545271629778671,0.7002012072434608,0.05432595573440635,0.23541247484909456,0.060362173038229376,1.0,27,0,0.68736,0.3,0.5415996284306869,nan
cora,3,134000,ABL_NO_COMPATIBILITY,0.7404426559356136,0.7002012072434608,0.04024144869215285,0.23541247484909456,0.04627766599597585,1.0,20,0,0.68736,0.3,0.5415996284306869,nan
cora,3,134000,ABL_NO_PROTOTYPE,0.7545271629778671,0.7002012072434608,0.05432595573440635,0.23541247484909456,0.060362173038229376,1.0,27,0,0.68736,0.3,0.5415996284306869,nan
cora,4,134100,FINAL_V3,0.7967806841046278,0.7746478873239436,0.02213279678068414,0.24748490945674045,0.03219315895372234,0.8666666666666667,13,2,0.7344,0.3,0.5811280724504092,0.36668957012697934
cora,4,134100,ABL_NO_RELIABILITY_GATE,0.7947686116700201,0.7746478873239436,0.02012072434607648,0.2676056338028169,0.03822937625754527,0.7777777777777778,14,4,0.7344,0.3,1.0,nan
cora,4,134100,ABL_BALANCED_PROFILE_ONLY,0.7826961770623743,0.7746478873239436,0.008048289738430636,0.056338028169014086,0.008048289738430584,1.0,4,0,0.3,0.4,0.6659616630989104,nan
cora,4,134100,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7967806841046278,0.7746478873239436,0.02213279678068414,0.24748490945674045,0.03219315895372234,0.8666666666666667,13,2,0.7344,0.3,0.5811280724504092,nan
cora,4,134100,ABL_NO_COMPATIBILITY,0.7826961770623743,0.7746478873239436,0.008048289738430636,0.056338028169014086,0.008048289738430584,1.0,4,0,0.3,0.4,0.6659616630989104,nan
cora,4,134100,ABL_NO_PROTOTYPE,0.7967806841046278,0.7746478873239436,0.02213279678068414,0.24748490945674045,0.03219315895372234,0.8666666666666667,13,2,0.7344,0.3,0.5811280724504092,nan
cora,5,134200,FINAL_V3,0.7364185110663984,0.710261569416499,0.026156941649899457,0.2152917505030181,0.03621730382293763,0.9333333333333333,14,1,0.70234,0.3,0.5577507127602562,0.35250131751053804
cora,5,134200,ABL_NO_RELIABILITY_GATE,0.7404426559356136,0.710261569416499,0.030181086519114664,0.26156941649899396,0.04024144869215292,0.9411764705882353,16,1,0.70234,0.3,1.0,nan
cora,5,134200,ABL_BALANCED_PROFILE_ONLY,0.7263581488933601,0.710261569416499,0.01609657947686116,0.2152917505030181,0.022132796780684104,0.9,9,1,0.70234,0.3,0.5577507127602562,nan
cora,5,134200,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7364185110663984,0.710261569416499,0.026156941649899457,0.2152917505030181,0.03621730382293763,0.9333333333333333,14,1,0.70234,0.3,0.5577507127602562,nan
cora,5,134200,ABL_NO_COMPATIBILITY,0.7303822937625755,0.710261569416499,0.02012072434607648,0.2152917505030181,0.026156941649899398,0.9166666666666666,11,1,0.70234,0.3,0.5577507127602562,nan
cora,5,134200,ABL_NO_PROTOTYPE,0.7364185110663984,0.710261569416499,0.026156941649899457,0.2152917505030181,0.03621730382293763,0.9333333333333333,14,1,0.70234,0.3,0.5577507127602562,nan
cora,6,134300,FINAL_V3,0.7203219315895373,0.6901408450704225,0.030181086519114775,0.20724346076458752,0.03621730382293763,1.0,15,0,0.70813,0.3,0.5536163719510586,0.35173689675273245
cora,6,134300,ABL_NO_RELIABILITY_GATE,0.7183098591549296,0.6901408450704225,0.028169014084507116,0.23541247484909456,0.04024144869215292,0.9375,15,1,0.70813,0.3,1.0,nan
cora,6,134300,ABL_BALANCED_PROFILE_ONLY,0.7082494969818913,0.6901408450704225,0.01810865191146882,0.20724346076458752,0.02012072434607646,1.0,9,0,0.70813,0.3,0.5536163719510586,nan
cora,6,134300,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7203219315895373,0.6901408450704225,0.030181086519114775,0.20724346076458752,0.03621730382293763,1.0,15,0,0.70813,0.3,0.5536163719510586,nan
cora,6,134300,ABL_NO_COMPATIBILITY,0.710261569416499,0.6901408450704225,0.02012072434607648,0.20724346076458752,0.026156941649899398,1.0,10,0,0.70813,0.3,0.5536163719510586,nan
cora,6,134300,ABL_NO_PROTOTYPE,0.7203219315895373,0.6901408450704225,0.030181086519114775,0.20724346076458752,0.03621730382293763,1.0,15,0,0.70813,0.3,0.5536163719510586,nan
cora,7,134400,FINAL_V3,0.7022132796780685,0.6740442655935613,0.028169014084507116,0.21327967806841047,0.04225352112676056,0.85,17,3,0.67409,0.3,0.5369347371288864,0.34638974393876093
cora,7,134400,ABL_NO_RELIABILITY_GATE,0.704225352112676,0.6740442655935613,0.030181086519114664,0.2575452716297787,0.052313883299798795,0.8260869565217391,19,4,0.67409,0.3,1.0,nan
cora,7,134400,ABL_BALANCED_PROFILE_ONLY,0.6921529175050302,0.6740442655935613,0.01810865191146882,0.21327967806841047,0.02012072434607646,1.0,9,0,0.67409,0.3,0.5369347371288864,nan
cora,7,134400,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7022132796780685,0.6740442655935613,0.028169014084507116,0.21327967806841047,0.04225352112676056,0.85,17,3,0.67409,0.3,0.5369347371288864,nan
cora,7,134400,ABL_NO_COMPATIBILITY,0.7022132796780685,0.6740442655935613,0.028169014084507116,0.21327967806841047,0.03420523138832998,0.9375,15,1,0.67409,0.3,0.5369347371288864,nan
cora,7,134400,ABL_NO_PROTOTYPE,0.7022132796780685,0.6740442655935613,0.028169014084507116,0.21327967806841047,0.04225352112676056,0.85,17,3,0.67409,0.3,0.5369347371288864,nan
cora,8,134500,FINAL_V3,0.7203219315895373,0.6941649899396378,0.026156941649899457,0.2535211267605634,0.03822937625754527,0.8823529411764706,15,2,0.73899,0.3,0.5489486513016665,0.3960393203038072
cora,8,134500,ABL_NO_RELIABILITY_GATE,0.7263581488933601,0.6941649899396378,0.03219315895372232,0.2776659959758551,0.0482897384305835,0.8636363636363636,19,3,0.73899,0.3,1.0,nan
cora,8,134500,ABL_BALANCED_PROFILE_ONLY,0.7062374245472837,0.6941649899396378,0.012072434607645843,0.2535211267605634,0.02414486921529175,0.8,8,2,0.73899,0.3,0.5489486513016665,nan
cora,8,134500,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7203219315895373,0.6941649899396378,0.026156941649899457,0.2535211267605634,0.03822937625754527,0.8823529411764706,15,2,0.73899,0.3,0.5489486513016665,nan
cora,8,134500,ABL_NO_COMPATIBILITY,0.7062374245472837,0.6941649899396378,0.012072434607645843,0.2535211267605634,0.02414486921529175,0.8,8,2,0.73899,0.3,0.5489486513016665,nan
cora,8,134500,ABL_NO_PROTOTYPE,0.7183098591549296,0.6941649899396378,0.024144869215291798,0.2535211267605634,0.03621730382293763,0.875,14,2,0.73899,0.3,0.5489486513016665,nan
cora,9,134600,FINAL_V3,0.7323943661971831,0.704225352112676,0.028169014084507116,0.22736418511066397,0.03420523138832998,0.9375,15,1,0.67682,0.3,0.5912087747122993,0.3693763960515503
cora,9,134600,ABL_NO_RELIABILITY_GATE,0.7344064386317908,0.704225352112676,0.030181086519114775,0.2414486921529175,0.03621730382293763,0.9411764705882353,16,1,0.67682,0.3,1.0,nan
cora,9,134600,ABL_BALANCED_PROFILE_ONLY,0.7223340040241448,0.704225352112676,0.01810865191146882,0.22736418511066397,0.018108651911468814,1.0,9,0,0.67682,0.3,0.5912087747122993,nan
cora,9,134600,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7323943661971831,0.704225352112676,0.028169014084507116,0.22736418511066397,0.03420523138832998,0.9375,15,1,0.67682,0.3,0.5912087747122993,nan
cora,9,134600,ABL_NO_COMPATIBILITY,0.7263581488933601,0.704225352112676,0.02213279678068414,0.22736418511066397,0.022132796780684104,1.0,11,0,0.67682,0.3,0.5912087747122993,nan
cora,9,134600,ABL_NO_PROTOTYPE,0.7323943661971831,0.704225352112676,0.028169014084507116,0.22736418511066397,0.03420523138832998,0.9375,15,1,0.67682,0.3,0.5912087747122993,nan
citeseer,0,133700,FINAL_V3,0.6906906906906907,0.6666666666666666,0.024024024024024038,0.09759759759759759,0.04504504504504504,0.8076923076923077,21,5,0.3,0.3,0.5140303578456126,0.13954036442133097
citeseer,0,133700,ABL_NO_RELIABILITY_GATE,0.6906906906906907,0.6666666666666666,0.024024024024024038,0.10810810810810811,0.04804804804804805,0.8076923076923077,21,5,0.3,0.3,1.0,nan
citeseer,0,133700,ABL_BALANCED_PROFILE_ONLY,0.6831831831831832,0.6666666666666666,0.016516516516516533,0.09759759759759759,0.03153153153153153,0.7894736842105263,15,4,0.3,0.3,0.5140303578456126,nan
citeseer,0,133700,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.6906906906906907,0.6666666666666666,0.024024024024024038,0.09759759759759759,0.04504504504504504,0.8076923076923077,21,5,0.3,0.3,0.5140303578456126,nan
citeseer,0,133700,ABL_NO_COMPATIBILITY,0.6906906906906907,0.6666666666666666,0.024024024024024038,0.2132132132132132,0.042042042042042045,0.8333333333333334,20,4,0.66703,0.3,0.5332919596946742,nan
citeseer,0,133700,ABL_NO_PROTOTYPE,0.6906906906906907,0.6666666666666666,0.024024024024024038,0.09759759759759759,0.04504504504504504,0.8076923076923077,21,5,0.3,0.3,0.5140303578456126,nan
citeseer,1,133800,FINAL_V3,0.7117117117117117,0.6951951951951952,0.016516516516516422,0.22672672672672672,0.042042042042042045,0.7391304347826086,17,6,0.7299,0.3,0.556922202745302,0.379432837694686
citeseer,1,133800,ABL_NO_RELIABILITY_GATE,0.7117117117117117,0.6951951951951952,0.016516516516516422,0.26876876876876876,0.04504504504504504,0.72,18,7,0.7299,0.3,1.0,nan
citeseer,1,133800,ABL_BALANCED_PROFILE_ONLY,0.7102102102102102,0.6951951951951952,0.01501501501501501,0.07657657657657657,0.01951951951951952,0.9166666666666666,11,1,0.3,0.3,0.5471408954815353,nan
citeseer,1,133800,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7117117117117117,0.6951951951951952,0.016516516516516422,0.22672672672672672,0.042042042042042045,0.7391304347826086,17,6,0.7299,0.3,0.556922202745302,nan
citeseer,1,133800,ABL_NO_COMPATIBILITY,0.7087087087087087,0.6951951951951952,0.013513513513513487,0.22672672672672672,0.03153153153153153,0.7647058823529411,13,4,0.7299,0.3,0.556922202745302,nan
citeseer,1,133800,ABL_NO_PROTOTYPE,0.7117117117117117,0.6951951951951952,0.016516516516516422,0.22672672672672672,0.042042042042042045,0.7391304347826086,17,6,0.7299,0.3,0.556922202745302,nan
citeseer,2,133900,FINAL_V3,0.6981981981981982,0.6666666666666666,0.03153153153153154,0.24624624624624625,0.05405405405405406,0.8387096774193549,26,5,0.67668,0.3,0.5532983117427909,0.3209911897415068
citeseer,2,133900,ABL_NO_RELIABILITY_GATE,0.6981981981981982,0.6666666666666666,0.03153153153153154,0.2702702702702703,0.05405405405405406,0.8387096774193549,26,5,0.67668,0.3,1.0,nan
citeseer,2,133900,ABL_BALANCED_PROFILE_ONLY,0.6846846846846847,0.6666666666666666,0.018018018018018056,0.12162162162162163,0.03153153153153153,0.8333333333333334,15,3,0.3,0.3,0.5213003066032489,nan
citeseer,2,133900,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.6981981981981982,0.6666666666666666,0.03153153153153154,0.24624624624624625,0.05405405405405406,0.8387096774193549,26,5,0.67668,0.3,0.5532983117427909,nan
citeseer,2,133900,ABL_NO_COMPATIBILITY,0.6891891891891891,0.6666666666666666,0.022522522522522515,0.24624624624624625,0.04504504504504504,0.8,20,5,0.67668,0.3,0.5532983117427909,nan
citeseer,2,133900,ABL_NO_PROTOTYPE,0.6966966966966966,0.6666666666666666,0.03003003003003002,0.24624624624624625,0.05405405405405406,0.8333333333333334,25,5,0.67668,0.3,0.5532983117427909,nan
citeseer,3,134000,FINAL_V3,0.6846846846846847,0.6576576576576577,0.027027027027026973,0.22372372372372373,0.05855855855855856,0.8,24,6,0.65916,0.3,0.5233742752502861,0.3476164622994877
citeseer,3,134000,ABL_NO_RELIABILITY_GATE,0.6846846846846847,0.6576576576576577,0.027027027027026973,0.26426426426426425,0.06456456456456457,0.78125,25,7,0.65916,0.3,1.0,nan
citeseer,3,134000,ABL_BALANCED_PROFILE_ONLY,0.6681681681681682,0.6576576576576577,0.01051051051051044,0.22372372372372373,0.03003003003003003,0.7692307692307693,10,3,0.65916,0.3,0.5233742752502861,nan
citeseer,3,134000,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.6846846846846847,0.6576576576576577,0.027027027027026973,0.22372372372372373,0.05855855855855856,0.8,24,6,0.65916,0.3,0.5233742752502861,nan
citeseer,3,134000,ABL_NO_COMPATIBILITY,0.6756756756756757,0.6576576576576577,0.018018018018017945,0.22372372372372373,0.04054054054054054,0.8,16,4,0.65916,0.3,0.5233742752502861,nan
citeseer,3,134000,ABL_NO_PROTOTYPE,0.6846846846846847,0.6576576576576577,0.027027027027026973,0.22372372372372373,0.05855855855855856,0.8,24,6,0.65916,0.3,0.5233742752502861,nan
citeseer,4,134100,FINAL_V3,0.7122641509433962,0.7004716981132075,0.011792452830188704,0.21933962264150944,0.04481132075471698,0.6666666666666666,10,5,0.65493,0.3,0.5836953133208997,0.33183036672492183
citeseer,4,134100,ABL_NO_RELIABILITY_GATE,0.7169811320754716,0.7004716981132075,0.01650943396226412,0.24528301886792453,0.05188679245283019,0.7058823529411765,12,5,0.65493,0.3,1.0,nan
citeseer,4,134100,ABL_BALANCED_PROFILE_ONLY,0.7075471698113207,0.7004716981132075,0.007075471698113178,0.21933962264150944,0.025943396226415096,0.6363636363636364,7,4,0.65493,0.3,0.5836953133208997,nan
citeseer,4,134100,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7122641509433962,0.7004716981132075,0.011792452830188704,0.21933962264150944,0.04481132075471698,0.6666666666666666,10,5,0.65493,0.3,0.5836953133208997,nan
citeseer,4,134100,ABL_NO_COMPATIBILITY,0.7051886792452831,0.7004716981132075,0.004716981132075526,0.21933962264150944,0.030660377358490566,0.5833333333333334,7,5,0.65493,0.3,0.5836953133208997,nan
citeseer,4,134100,ABL_NO_PROTOTYPE,0.7122641509433962,0.7004716981132075,0.011792452830188704,0.21933962264150944,0.04481132075471698,0.6666666666666666,10,5,0.65493,0.3,0.5836953133208997,nan
citeseer,5,134200,FINAL_V3,0.6886792452830188,0.6698113207547169,0.018867924528301883,0.2099056603773585,0.04009433962264151,0.7857142857142857,11,3,0.69027,0.3,0.5913085372448534,0.36777714263187367
citeseer,5,134200,ABL_NO_RELIABILITY_GATE,0.6910377358490566,0.6698113207547169,0.021226415094339646,0.2641509433962264,0.04481132075471698,0.8,12,3,0.69027,0.3,1.0,nan
citeseer,5,134200,ABL_BALANCED_PROFILE_ONLY,0.6768867924528302,0.6698113207547169,0.007075471698113289,0.08490566037735849,0.01179245283018868,0.8,4,1,0.3,0.3,0.5780790925958188,nan
citeseer,5,134200,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.6886792452830188,0.6698113207547169,0.018867924528301883,0.2099056603773585,0.04009433962264151,0.7857142857142857,11,3,0.69027,0.3,0.5913085372448534,nan
citeseer,5,134200,ABL_NO_COMPATIBILITY,0.6768867924528302,0.6698113207547169,0.007075471698113289,0.08490566037735849,0.014150943396226415,0.8,4,1,0.3,0.3,0.5780790925958188,nan
citeseer,5,134200,ABL_NO_PROTOTYPE,0.6886792452830188,0.6698113207547169,0.018867924528301883,0.2099056603773585,0.04009433962264151,0.7857142857142857,11,3,0.69027,0.3,0.5913085372448534,nan
citeseer,6,134300,FINAL_V3,0.6951951951951952,0.6786786786786787,0.016516516516516533,0.22372372372372373,0.05105105105105105,0.7037037037037037,19,8,0.70679,0.3,0.5596101634744196,0.3630772535032874
citeseer,6,134300,ABL_NO_RELIABILITY_GATE,0.6996996996996997,0.6786786786786787,0.02102102102102099,0.26126126126126126,0.06006006006006006,0.7333333333333333,22,8,0.70679,0.3,1.0,nan
citeseer,6,134300,ABL_BALANCED_PROFILE_ONLY,0.6891891891891891,0.6786786786786787,0.01051051051051044,0.0960960960960961,0.036036036036036036,0.6842105263157895,13,6,0.3,0.3,0.5413266746120908,nan
citeseer,6,134300,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.6951951951951952,0.6786786786786787,0.016516516516516533,0.22372372372372373,0.05105105105105105,0.7037037037037037,19,8,0.70679,0.3,0.5596101634744196,nan
citeseer,6,134300,ABL_NO_COMPATIBILITY,0.6906906906906907,0.6786786786786787,0.012012012012011963,0.22372372372372373,0.04354354354354354,0.6666666666666666,16,8,0.70679,0.3,0.5596101634744196,nan
citeseer,6,134300,ABL_NO_PROTOTYPE,0.6951951951951952,0.6786786786786787,0.016516516516516533,0.22372372372372373,0.05105105105105105,0.7037037037037037,19,8,0.70679,0.3,0.5596101634744196,nan
citeseer,7,134400,FINAL_V3,0.7087087087087087,0.6771771771771772,0.03153153153153154,0.24924924924924924,0.05555555555555555,0.8387096774193549,26,5,0.71634,0.3,0.5791504232533895,0.3581509212682764
citeseer,7,134400,ABL_NO_RELIABILITY_GATE,0.7117117117117117,0.6771771771771772,0.03453453453453448,0.2912912912912913,0.06006006006006006,0.8484848484848485,28,5,0.71634,0.3,1.0,nan
citeseer,7,134400,ABL_BALANCED_PROFILE_ONLY,0.6921921921921922,0.6771771771771772,0.01501501501501501,0.10810810810810811,0.025525525525525526,0.8125,13,3,0.3,0.3,0.5490852880844201,nan
citeseer,7,134400,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7087087087087087,0.6771771771771772,0.03153153153153154,0.24924924924924924,0.05555555555555555,0.8387096774193549,26,5,0.71634,0.3,0.5791504232533895,nan
citeseer,7,134400,ABL_NO_COMPATIBILITY,0.6921921921921922,0.6771771771771772,0.01501501501501501,0.10810810810810811,0.03453453453453453,0.7777777777777778,14,4,0.3,0.3,0.5490852880844201,nan
citeseer,7,134400,ABL_NO_PROTOTYPE,0.7087087087087087,0.6771771771771772,0.03153153153153154,0.24924924924924924,0.05555555555555555,0.8387096774193549,26,5,0.71634,0.3,0.5791504232533895,nan
citeseer,8,134500,FINAL_V3,0.7117117117117117,0.6711711711711712,0.04054054054054046,0.21171171171171171,0.05555555555555555,0.9655172413793104,28,1,0.67104,0.3,0.5536214432511342,0.3249515577728021
citeseer,8,134500,ABL_NO_RELIABILITY_GATE,0.7132132132132132,0.6711711711711712,0.04204204204204198,0.25075075075075076,0.06156156156156156,0.9375,30,2,0.67104,0.3,1.0,nan
citeseer,8,134500,ABL_BALANCED_PROFILE_ONLY,0.6951951951951952,0.6711711711711712,0.024024024024024038,0.1021021021021021,0.03453453453453453,0.9444444444444444,17,1,0.3,0.3,0.5363950827521807,nan
citeseer,8,134500,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7117117117117117,0.6711711711711712,0.04054054054054046,0.21171171171171171,0.05555555555555555,0.9655172413793104,28,1,0.67104,0.3,0.5536214432511342,nan
citeseer,8,134500,ABL_NO_COMPATIBILITY,0.6966966966966966,0.6711711711711712,0.02552552552552545,0.1021021021021021,0.03903903903903904,0.9473684210526315,18,1,0.3,0.3,0.5363950827521807,nan
citeseer,8,134500,ABL_NO_PROTOTYPE,0.7117117117117117,0.6711711711711712,0.04054054054054046,0.21171171171171171,0.05555555555555555,0.9655172413793104,28,1,0.67104,0.3,0.5536214432511342,nan
citeseer,9,134600,FINAL_V3,0.7627627627627628,0.7282282282282282,0.03453453453453459,0.1921921921921922,0.04354354354354354,0.9259259259259259,25,2,0.65787,0.3,0.5812890518722087,0.3184603271074593
citeseer,9,134600,ABL_NO_RELIABILITY_GATE,0.7627627627627628,0.7282282282282282,0.03453453453453459,0.2222222222222222,0.04804804804804805,0.896551724137931,26,3,0.65787,0.3,1.0,nan
citeseer,9,134600,ABL_BALANCED_PROFILE_ONLY,0.7522522522522522,0.7282282282282282,0.024024024024024038,0.1921921921921922,0.03003003003003003,0.9,18,2,0.65787,0.3,0.5812890518722087,nan
citeseer,9,134600,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7627627627627628,0.7282282282282282,0.03453453453453459,0.1921921921921922,0.04354354354354354,0.9259259259259259,25,2,0.65787,0.3,0.5812890518722087,nan
citeseer,9,134600,ABL_NO_COMPATIBILITY,0.7537537537537538,0.7282282282282282,0.02552552552552556,0.1921921921921922,0.03153153153153153,0.9047619047619048,19,2,0.65787,0.3,0.5812890518722087,nan
citeseer,9,134600,ABL_NO_PROTOTYPE,0.7627627627627628,0.7282282282282282,0.03453453453453459,0.1921921921921922,0.04354354354354354,0.9259259259259259,25,2,0.65787,0.3,0.5812890518722087,nan
pubmed,0,133700,FINAL_V3,0.8770283975659229,0.8653651115618661,0.01166328600405675,0.23225152129817445,0.03194726166328601,0.6885245901639344,84,38,0.92235,0.3,0.6382373748168082,0.5805484776946362
pubmed,0,133700,ABL_NO_RELIABILITY_GATE,0.8767748478701826,0.8653651115618661,0.011409736308316432,0.24188640973630832,0.03220081135902637,0.6829268292682927,84,39,0.92235,0.3,1.0,nan
pubmed,0,133700,ABL_BALANCED_PROFILE_ONLY,0.8742393509127789,0.8653651115618661,0.008874239350912805,0.23225152129817445,0.020537525354969575,0.7215189873417721,57,22,0.92235,0.3,0.6382373748168082,nan
pubmed,0,133700,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8770283975659229,0.8653651115618661,0.01166328600405675,0.23225152129817445,0.03194726166328601,0.6885245901639344,84,38,0.92235,0.3,0.6382373748168082,nan
pubmed,0,133700,ABL_NO_COMPATIBILITY,0.8757606490872211,0.8653651115618661,0.010395537525354936,0.23225152129817445,0.026115618661257608,0.7029702970297029,71,30,0.92235,0.3,0.6382373748168082,nan
pubmed,0,133700,ABL_NO_PROTOTYPE,0.8777890466531441,0.8653651115618661,0.012423935091277927,0.23225152129817445,0.0327079107505071,0.696,87,38,0.92235,0.3,0.6382373748168082,nan
pubmed,1,133800,FINAL_V3,0.8891987829614605,0.8765212981744422,0.012677484787018245,0.23732251521298176,0.028904665314401622,0.7272727272727273,80,30,0.91456,0.3,0.6482634266667147,0.5963827939186659
pubmed,1,133800,ABL_NO_RELIABILITY_GATE,0.8889452332657201,0.8765212981744422,0.012423935091277816,0.25101419878296144,0.02966531440162272,0.7168141592920354,81,32,0.91456,0.3,1.0,nan
pubmed,1,133800,ABL_BALANCED_PROFILE_ONLY,0.8861561866125761,0.8765212981744422,0.00963488843813387,0.23732251521298176,0.016987829614604464,0.796875,51,13,0.91456,0.3,0.6482634266667147,nan
pubmed,1,133800,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8891987829614605,0.8765212981744422,0.012677484787018245,0.23732251521298176,0.028904665314401622,0.7272727272727273,80,30,0.91456,0.3,0.6482634266667147,nan
pubmed,1,133800,ABL_NO_COMPATIBILITY,0.8869168356997972,0.8765212981744422,0.010395537525354936,0.23732251521298176,0.02028397565922921,0.7662337662337663,59,18,0.91456,0.3,0.6482634266667147,nan
pubmed,1,133800,ABL_NO_PROTOTYPE,0.8886916835699797,0.8765212981744422,0.012170385395537497,0.23732251521298176,0.028397565922920892,0.7222222222222222,78,30,0.91456,0.3,0.6482634266667147,nan
