dataset,split_id,selected_tau,base_selected_rho,rho,delta_rho,test_acc,delta_vs_mlp,fraction_routed_to_correction
wisconsin,5,0.05,0.3,0.3,0.0,0.8431372549019608,0.0,0.09803921568627451
wisconsin,5,0.05,0.3,0.35,0.05,0.8431372549019608,0.0,0.058823529411764705
wisconsin,5,0.05,0.3,0.4,0.1,0.8431372549019608,0.0,0.058823529411764705
wisconsin,6,0.05,0.3,0.19999999999999998,-0.1,0.8431372549019608,0.0,0.0
wisconsin,6,0.05,0.3,0.25,-0.05,0.8431372549019608,0.0,0.0
wisconsin,6,0.05,0.3,0.3,0.0,0.8431372549019608,0.0,0.0
wisconsin,6,0.05,0.3,0.35,0.05,0.8431372549019608,0.0,0.0
wisconsin,6,0.05,0.3,0.4,0.1,0.8431372549019608,0.0,0.0
wisconsin,7,0.05,0.3,0.19999999999999998,-0.1,0.8235294117647058,0.019607843137254832,0.0196078431372549
wisconsin,7,0.05,0.3,0.25,-0.05,0.8235294117647058,0.019607843137254832,0.0196078431372549
wisconsin,7,0.05,0.3,0.3,0.0,0.8235294117647058,0.019607843137254832,0.0196078431372549
wisconsin,7,0.05,0.3,0.35,0.05,0.8235294117647058,0.019607843137254832,0.0196078431372549
wisconsin,7,0.05,0.3,0.4,0.1,0.803921568627451,0.0,0.0
wisconsin,8,0.05,0.3,0.19999999999999998,-0.1,0.8431372549019608,-0.019607843137254943,0.0196078431372549
wisconsin,8,0.05,0.3,0.25,-0.05,0.8431372549019608,-0.019607843137254943,0.0196078431372549
wisconsin,8,0.05,0.3,0.3,0.0,0.8627450980392157,0.0,0.0
wisconsin,8,0.05,0.3,0.35,0.05,0.8627450980392157,0.0,0.0
wisconsin,8,0.05,0.3,0.4,0.1,0.8627450980392157,0.0,0.0
wisconsin,9,0.05,0.3,0.19999999999999998,-0.1,0.9215686274509803,0.0,0.0
wisconsin,9,0.05,0.3,0.25,-0.05,0.9215686274509803,0.0,0.0
wisconsin,9,0.05,0.3,0.3,0.0,0.9215686274509803,0.0,0.0
wisconsin,9,0.05,0.3,0.35,0.05,0.9215686274509803,0.0,0.0
wisconsin,9,0.05,0.3,0.4,0.1,0.9215686274509803,0.0,0.0
