section,dataset,n_runs,mean_delta,std_delta,mean_threshold,std_threshold,mean_uncertain_frac,mean_changed_frac,mean_acc_confident,mean_acc_uncertain,n_sgc_wins,n_sgc_losses,avg_max_prob_uncertain,avg_max_prob_confident,avg_margin_uncertain,avg_margin_confident,correction_helped,correction_hurt,correction_precision,comp_mlp,comp_feature_similarity,comp_feature_knn,comp_graph_neighbor,comp_compatibility,split_id,ablation,test_acc_mlp,test_acc_sgc,delta,threshold,uncertain_frac,changed_frac,tau
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,mlp_only,0.4780701754385965,0.4780701754385965,0.0,0.05,0.03070175438596491,0.0,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,feat_knn,0.4780701754385965,0.4758771929824561,-0.0021929824561403577,0.2,0.11403508771929824,0.019736842105263157,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,full,0.4605263157894737,0.46271929824561403,0.0021929824561403577,0.05,0.02412280701754386,0.008771929824561403,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,no_feat_sim,0.4605263157894737,0.4605263157894737,0.0,0.05,0.02412280701754386,0.006578947368421052,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,no_graph_nbr,0.4605263157894737,0.4605263157894737,0.0,0.05,0.02412280701754386,0.0043859649122807015,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,no_compat,0.4605263157894737,0.46271929824561403,0.0021929824561403577,0.05,0.02412280701754386,0.008771929824561403,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,feat_only,0.4605263157894737,0.4605263157894737,0.0,0.05,0.02412280701754386,0.0043859649122807015,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,graph_only,0.4605263157894737,0.4605263157894737,0.0,0.05,0.02412280701754386,0.006578947368421052,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,mlp_only,0.4605263157894737,0.4605263157894737,0.0,0.05,0.02412280701754386,0.0,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,1,feat_knn,0.4605263157894737,0.4649122807017544,0.004385964912280715,0.25,0.12280701754385964,0.017543859649122806,
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.676056338028169,0.0,,0.0,0.0,0.0
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6780684104627767,0.002012072434607659,,0.02012072434607646,0.008048289738430584,0.05
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.682092555331992,0.006036217303822977,,0.04225352112676056,0.012072434607645875,0.1
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6881287726358148,0.012072434607645843,,0.06237424547283702,0.018108651911468814,0.15
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6901408450704225,0.014084507042253502,,0.08450704225352113,0.02012072434607646,0.2
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6921529175050302,0.01609657947686116,,0.10261569416498995,0.022132796780684104,0.25
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6941649899396378,0.01810865191146882,,0.12072434607645875,0.02414486921529175,0.3
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.14084507042253522,0.026156941649899398,0.35
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.16901408450704225,0.026156941649899398,0.4
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.19718309859154928,0.026156941649899398,0.45
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.2052313883299799,0.026156941649899398,0.5
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.22736418511066397,0.026156941649899398,0.55
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.25553319919517103,0.026156941649899398,0.6
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.2796780684104628,0.026156941649899398,0.65
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.29979879275653926,0.026156941649899398,0.7
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.323943661971831,0.026156941649899398,0.75
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.34808853118712274,0.026156941649899398,0.8
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.3822937625754527,0.026156941649899398,0.85
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.42052313883299797,0.026156941649899398,0.9
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,0.47484909456740443,0.026156941649899398,0.95
threshold_sweep,cora,,,,,,,,,,,,,,,,,,,,,,,,0,,0.676056338028169,0.6961770623742455,0.02012072434607648,,1.0,0.026156941649899398,1.0
